Wed Oct 24 16:21:45 2018       
+-----------------------------------------------------------------------------+
| NVIDIA-SMI 396.44                 Driver Version: 396.44                    |
|-------------------------------+----------------------+----------------------+
| GPU  Name        Persistence-M| Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp  Perf  Pwr:Usage/Cap|         Memory-Usage | GPU-Util  Compute M. |
|===============================+======================+======================|
|   0  Tesla K80           On   | 00000000:04:00.0 Off |                    0 |
| N/A   43C    P0    82W / 149W |    812MiB / 11441MiB |     45%      Default |
+-------------------------------+----------------------+----------------------+
|   1  Tesla K80           On   | 00000000:05:00.0 Off |                    0 |
| N/A   68C    P0   118W / 149W |   6909MiB / 11441MiB |     66%      Default |
+-------------------------------+----------------------+----------------------+
|   2  Tesla K80           On   | 00000000:84:00.0 Off |                    0 |
| N/A   50C    P0    87W / 149W |  11440MiB / 11441MiB |     48%      Default |
+-------------------------------+----------------------+----------------------+
|   3  Tesla K80           On   | 00000000:85:00.0 Off |                    0 |
| N/A   44C    P8    31W / 149W |      0MiB / 11441MiB |      0%      Default |
+-------------------------------+----------------------+----------------------+
                                                                               
+-----------------------------------------------------------------------------+
| Processes:                                                       GPU Memory |
|  GPU       PID   Type   Process name                             Usage      |
|=============================================================================|
|    0     86019      C   julia                                        801MiB |
|    1     86080      C   julia                                       6898MiB |
|    2     86152      C   julia                                      11427MiB |
+-----------------------------------------------------------------------------+
/home/samwiq/ABC and deep learning project/abc-dl/lunarc
/home/samwiq/ABC and deep learning project/abc-dl
start script
DNN_simple
standard
500
1
0
check version of Knet
    Status `~/.julia/environments/v1.0/Project.toml`
  [336ed68f] CSV v0.3.1
  [a93c6f00] DataFrames v0.13.1
  [31c24e10] Distributions v0.16.4
  [1902f260] Knet v1.1.0
  [6f286f6a] MultivariateStats v0.6.0 #master (https://github.com/JuliaStats/MultivariateStats.jl.git)
  [2913bbd2] StatsBase v0.25.0
  [4c63d2b9] StatsFuns v0.7.0
build Knet
  Building SpecialFunctions → `~/.julia/packages/SpecialFunctions/KvXoO/deps/build.log`
  Building CodecZlib ───────→ `~/.julia/packages/CodecZlib/wwgbh/deps/build.log`
  Building Knet ────────────→ `~/.julia/packages/Knet/hxjeS/deps/build.log`
test gpu
4
-1
0
Loading MA2 model
Nbr training obs 1000000, nbr parameters 25352, obs/parameters 39.44
0
Starting training
Epoch 1, current loss (training) 0.0372, current loss (val) 0.0387
Epoch 2, current loss (training) 0.0318, current loss (val) 0.0330
Epoch 3, current loss (training) 0.0304, current loss (val) 0.0305
Epoch 4, current loss (training) 0.0278, current loss (val) 0.0288
Epoch 5, current loss (training) 0.0292, current loss (val) 0.0287
Epoch 6, current loss (training) 0.0266, current loss (val) 0.0276
Epoch 7, current loss (training) 0.0261, current loss (val) 0.0273
Epoch 8, current loss (training) 0.0264, current loss (val) 0.0270
Epoch 9, current loss (training) 0.0262, current loss (val) 0.0270
Epoch 10, current loss (training) 0.0266, current loss (val) 0.0265
Epoch 11, current loss (training) 0.0243, current loss (val) 0.0262
Epoch 12, current loss (training) 0.0256, current loss (val) 0.0261
Epoch 13, current loss (training) 0.0248, current loss (val) 0.0258
Epoch 14, current loss (training) 0.0253, current loss (val) 0.0257
Epoch 15, current loss (training) 0.0251, current loss (val) 0.0256
Epoch 16, current loss (training) 0.0237, current loss (val) 0.0251
Epoch 17, current loss (training) 0.0247, current loss (val) 0.0251
Epoch 18, current loss (training) 0.0247, current loss (val) 0.0255
Epoch 19, current loss (training) 0.0239, current loss (val) 0.0249
Epoch 20, current loss (training) 0.0237, current loss (val) 0.0249
Epoch 21, current loss (training) 0.0238, current loss (val) 0.0250
Epoch 22, current loss (training) 0.0236, current loss (val) 0.0248
Epoch 23, current loss (training) 0.0238, current loss (val) 0.0246
Epoch 24, current loss (training) 0.0233, current loss (val) 0.0248
Epoch 25, current loss (training) 0.0234, current loss (val) 0.0249
Epoch 26, current loss (training) 0.0235, current loss (val) 0.0247
Epoch 27, current loss (training) 0.0240, current loss (val) 0.0245
Epoch 28, current loss (training) 0.0233, current loss (val) 0.0250
Epoch 29, current loss (training) 0.0234, current loss (val) 0.0244
Epoch 30, current loss (training) 0.0231, current loss (val) 0.0243
Epoch 31, current loss (training) 0.0240, current loss (val) 0.0247
Epoch 32, current loss (training) 0.0227, current loss (val) 0.0243
Epoch 33, current loss (training) 0.0240, current loss (val) 0.0244
Epoch 34, current loss (training) 0.0232, current loss (val) 0.0244
Epoch 35, current loss (training) 0.0229, current loss (val) 0.0242
Epoch 36, current loss (training) 0.0241, current loss (val) 0.0243
Epoch 37, current loss (training) 0.0229, current loss (val) 0.0241
